model,split,embdim,batchsize,depth,trainacc,testacc,tp,tn,fp,fn,recall,precision,epoch,epochtime,besttime,trainingtime
rw-lower-pw,1,8,12,0,48.31,49.33,37,0,38,0,100.00,49.33,1,7.12,7.12,7.12
rw-lower-pw,1,8,12,0,52.00,50.67,0,38,0,37,0.00,0.00,2,7.12,14.24,14.24
rw-lower-pw,1,8,12,0,52.00,50.67,0,38,0,37,0.00,0.00,3,6.95,20.84,20.84
rw-lower-pw,1,8,12,0,52.00,50.67,0,38,0,37,0.00,0.00,4,6.82,27.29,27.29
rw-lower-pw,1,8,12,0,78.46,64.00,16,32,6,21,43.24,72.73,5,6.82,34.11,34.11
rw-lower-pw,1,8,12,0,71.08,53.33,37,3,35,0,100.00,51.39,6,6.77,34.11,40.62
rw-lower-pw,1,8,12,0,81.54,50.67,30,8,30,7,81.08,50.00,7,6.76,34.11,47.32
rw-lower-pw,1,8,12,0,87.08,54.67,35,6,32,2,94.59,52.24,8,6.74,34.11,53.92
rw-lower-pw,1,8,12,0,87.38,54.67,33,8,30,4,89.19,52.38,9,6.72,34.11,60.49
rw-lower-pw,1,8,12,0,88.00,52.00,33,6,32,4,89.19,50.77,10,6.72,34.11,67.21
rw-lower-pw,1,8,12,0,88.31,49.33,33,4,34,4,89.19,49.25,11,6.72,34.11,73.92
rw-lower-pw,1,8,12,0,88.92,49.33,33,4,34,4,89.19,49.25,12,6.72,34.11,80.59
rw-lower-pw,1,8,12,0,88.92,49.33,33,4,34,4,89.19,49.25,13,6.72,34.11,87.39
rw-lower-pw,1,8,12,0,88.62,48.00,31,5,33,6,83.78,48.44,14,6.70,34.11,93.77
rw-lower-pw,1,8,12,0,89.54,45.33,30,4,34,7,81.08,46.88,15,6.71,34.11,100.60
rw-lower-pw,1,8,12,0,88.92,52.00,28,11,27,9,75.68,50.91,16,6.70,34.11,107.17
rw-lower-pw,1,8,12,0,89.85,48.00,28,8,30,9,75.68,48.28,17,6.70,34.11,113.83
rw-lower-pw,1,8,12,0,90.15,48.00,28,8,30,9,75.68,48.28,18,6.69,34.11,120.50
rw-lower-pw,1,8,12,0,89.54,48.00,28,8,30,9,75.68,48.28,19,6.67,34.11,126.77
rw-lower-pw,1,8,12,0,90.46,46.67,28,7,31,9,75.68,47.46,20,6.66,34.11,133.21
rw-lower-pw,1,8,12,0,90.46,46.67,28,7,31,9,75.68,47.46,21,6.68,34.11,140.18
rw-lower-pw,1,8,12,0,90.15,46.67,28,7,31,9,75.68,47.46,22,6.67,34.11,146.83
rw-lower-pw,1,8,12,0,90.15,46.67,28,7,31,9,75.68,47.46,23,6.66,34.11,153.24
rw-lower-pw,1,8,12,0,88.00,49.33,28,9,29,9,75.68,49.12,24,6.66,34.11,159.84
rw-lower-pw,1,8,12,0,89.23,48.00,29,7,31,8,78.38,48.33,25,6.65,34.11,166.28
rw-lower-pw,1,8,12,0,91.38,48.00,29,7,31,8,78.38,48.33,26,6.65,34.11,172.91
rw-lower-pw,1,8,12,0,89.23,49.33,29,8,30,8,78.38,49.15,27,6.63,34.11,179.00
rw-lower-pw,1,8,12,0,89.54,52.00,29,10,28,8,78.38,50.88,28,6.62,34.11,185.43
rw-lower-pw,1,8,12,0,90.15,46.67,23,12,26,14,62.16,46.94,29,6.63,34.11,192.41
rw-lower-pw,1,8,12,0,90.46,64.00,22,26,12,15,59.46,64.71,30,6.61,198.31,198.31
rw-lower-pw,1,8,12,0,92.92,45.33,22,12,26,15,59.46,45.83,31,6.63,198.31,205.44
rw-prefix-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,1,5.76,5.76,5.76
rw-prefix-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,2,5.86,11.71,11.71
rw-prefix-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,3,5.81,17.44,17.44
rw-prefix-pw,1,8,12,0,64.92,50.67,0,38,0,37,0.00,0.00,4,5.84,23.36,23.36
rw-prefix-pw,1,8,12,0,60.62,52.00,37,2,36,0,100.00,50.68,5,5.84,29.20,29.20
rw-prefix-pw,1,8,12,0,86.46,73.33,30,25,13,7,81.08,69.77,6,5.87,35.22,35.22
rw-prefix-pw,1,8,12,0,89.23,80.00,35,25,13,2,94.59,72.92,7,5.91,41.37,41.37
rw-prefix-pw,1,8,12,0,86.46,77.33,35,23,15,2,94.59,70.00,8,5.92,41.37,47.34
rw-prefix-pw,1,8,12,0,85.85,76.00,35,22,16,2,94.59,68.63,9,5.92,41.37,53.27
rw-prefix-pw,1,8,12,0,85.85,76.00,35,22,16,2,94.59,68.63,10,5.85,41.37,58.50
rw-prefix-pw,1,8,12,0,89.23,76.00,35,22,16,2,94.59,68.63,11,5.81,41.37,63.93
rw-prefix-pw,1,8,12,0,89.54,76.00,35,22,16,2,94.59,68.63,12,5.78,41.37,69.31
rw-prefix-pw,1,8,12,0,89.54,76.00,35,22,16,2,94.59,68.63,13,5.75,41.37,74.69
rw-prefix-pw,1,8,12,0,89.54,76.00,35,22,16,2,94.59,68.63,14,5.77,41.37,80.74
rw-prefix-pw,1,8,12,0,90.15,81.33,34,27,11,3,91.89,75.56,15,5.77,86.60,86.60
rw-prefix-pw,1,8,12,0,90.15,80.00,35,25,13,2,94.59,72.92,16,5.77,86.60,92.34
rw-prefix-pw,1,8,12,0,90.15,77.33,35,23,15,2,94.59,70.00,17,5.79,86.60,98.49
rw-prefix-pw,1,8,12,0,90.46,76.00,29,28,10,8,78.38,74.36,18,5.81,86.60,104.61
rw-prefix-pw,1,8,12,0,86.46,73.33,37,18,20,0,100.00,64.91,19,5.83,86.60,110.72
rw-prefix-pw,1,8,12,0,86.77,72.00,37,17,21,0,100.00,63.79,20,5.82,86.60,116.42
rw-prefix-pw,1,8,12,0,89.23,66.67,32,18,20,5,86.49,61.54,21,5.82,86.60,122.16
rw-prefix-pw,1,8,12,0,89.85,65.33,31,18,20,6,83.78,60.78,22,5.82,86.60,128.02
rw-prefix-pw,1,8,12,0,90.15,72.00,35,19,19,2,94.59,64.81,23,5.81,86.60,133.58
rw-prefix-pw,1,8,12,0,92.00,64.00,27,21,17,10,72.97,61.36,24,5.79,86.60,139.03
rw-prefix-pw,1,8,12,0,87.38,65.33,23,26,12,14,62.16,65.71,25,5.79,86.60,144.84
rw-prefix-pw,1,8,12,0,92.92,70.67,30,23,15,7,81.08,66.67,26,5.80,86.60,150.84
rw-prefix-pw,1,8,12,0,92.62,72.00,31,23,15,6,83.78,67.39,27,5.83,86.60,157.40
rw-prefix-pw,1,8,12,0,93.23,70.67,31,22,16,6,83.78,65.96,28,5.85,86.60,163.76
rw-prefix-pw,1,8,12,0,93.23,70.67,31,22,16,6,83.78,65.96,29,5.87,86.60,170.15
rw-prefix-pw,1,8,12,0,92.92,72.00,31,23,15,6,83.78,67.39,30,5.88,86.60,176.53
rw-prefix-pw,1,8,12,0,92.92,72.00,31,23,15,6,83.78,67.39,31,5.89,86.60,182.56
rw-ANSed-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,1,4.73,4.73,4.73
rw-ANSed-pw,1,8,12,0,64.00,50.67,0,38,0,37,0.00,0.00,2,4.59,9.19,9.19
rw-ANSed-pw,1,8,12,0,69.85,49.33,0,37,1,37,0.00,0.00,3,4.64,9.19,13.92
rw-ANSed-pw,1,8,12,0,80.62,54.67,35,6,32,2,94.59,52.24,4,4.67,18.68,18.68
rw-ANSed-pw,1,8,12,0,81.54,70.67,19,34,4,18,51.35,82.61,5,4.70,23.50,23.50
rw-ANSed-pw,1,8,12,0,80.00,73.33,21,34,4,16,56.76,84.00,6,4.68,28.07,28.07
rw-ANSed-pw,1,8,12,0,83.38,61.33,12,34,4,25,32.43,75.00,7,4.65,28.07,32.58
rw-ANSed-pw,1,8,12,0,91.69,76.00,23,34,4,14,62.16,85.19,8,4.64,37.12,37.12
rw-ANSed-pw,1,8,12,0,91.08,73.33,22,33,5,15,59.46,81.48,9,4.66,37.12,41.93
rw-ANSed-pw,1,8,12,0,89.85,66.67,29,21,17,8,78.38,63.04,10,4.65,37.12,46.54
rw-ANSed-pw,1,8,12,0,90.46,65.33,29,20,18,8,78.38,61.70,11,4.72,37.12,51.90
rw-ANSed-pw,1,8,12,0,91.08,73.33,26,29,9,11,70.27,74.29,12,4.70,37.12,56.41
rw-ANSed-pw,1,8,12,0,77.23,48.00,1,35,3,36,2.70,25.00,13,4.70,37.12,61.14
rw-ANSed-pw,1,8,12,0,79.08,48.00,1,35,3,36,2.70,25.00,14,4.67,37.12,65.45
rw-ANSed-pw,1,8,12,0,79.38,48.00,1,35,3,36,2.70,25.00,15,4.66,37.12,69.92
rw-ANSed-pw,1,8,12,0,82.77,50.67,3,35,3,34,8.11,50.00,16,4.68,37.12,74.87
rw-ANSed-pw,1,8,12,0,83.38,50.67,3,35,3,34,8.11,50.00,17,4.68,37.12,79.54
rw-ANSed-pw,1,8,12,0,83.38,50.67,3,35,3,34,8.11,50.00,18,4.67,37.12,84.07
rw-ANSed-pw,1,8,12,0,84.31,50.67,3,35,3,34,8.11,50.00,19,4.66,37.12,88.59
rw-ANSed-pw,1,8,12,0,86.77,50.67,3,35,3,34,8.11,50.00,20,4.65,37.12,93.09
rw-ANSed-pw,1,8,12,0,86.77,57.33,8,35,3,29,21.62,72.73,21,4.66,37.12,97.80
rw-ANSed-pw,1,8,12,0,87.69,57.33,8,35,3,29,21.62,72.73,22,4.65,37.12,102.30
rw-ANSed-pw,1,8,12,0,87.69,57.33,8,35,3,29,21.62,72.73,23,4.65,37.12,107.04
rw-ANSed-pw,1,8,12,0,90.15,57.33,8,35,3,29,21.62,72.73,24,4.65,37.12,111.70
rw-ANSed-pw,1,8,12,0,90.15,57.33,8,35,3,29,21.62,72.73,25,4.65,37.12,116.30
rw-ANSed-pw,1,8,12,0,90.15,57.33,8,35,3,29,21.62,72.73,26,4.65,37.12,120.99
rw-ANSed-pw,1,8,12,0,89.85,50.67,3,35,3,34,8.11,50.00,27,4.65,37.12,125.66
rw-ANSed-pw,1,8,12,0,90.46,50.67,3,35,3,34,8.11,50.00,28,4.65,37.12,130.08
rw-ANSed-pw,1,8,12,0,90.46,50.67,3,35,3,34,8.11,50.00,29,4.65,37.12,134.85
rw-ANSed-pw,1,8,12,0,90.46,50.67,3,35,3,34,8.11,50.00,30,4.66,37.12,139.71
rw-ANSed-pw,1,8,12,0,90.77,50.67,3,35,3,34,8.11,50.00,31,4.67,37.12,144.73
rw-ANSed-pw,1,8,12,0,90.77,50.67,3,35,3,34,8.11,50.00,32,4.67,37.12,149.44
rw-ANSed-pw,1,8,12,0,90.77,50.67,3,35,3,34,8.11,50.00,33,4.65,37.12,153.37
rw-ANSed-pw,1,8,12,0,91.08,50.67,3,35,3,34,8.11,50.00,34,4.64,37.12,157.81
rw-ANSed-pw,1,8,12,0,91.08,50.67,3,35,3,34,8.11,50.00,35,4.64,37.12,162.31
rw-ANSed-pw,1,8,12,0,91.69,50.67,3,35,3,34,8.11,50.00,36,4.63,37.12,166.78
rw-ANSed-pw,1,8,12,0,92.92,48.00,7,29,9,30,18.92,43.75,37,4.63,37.12,171.22
rw-ANSed-pw,1,8,12,0,93.23,48.00,7,29,9,30,18.92,43.75,38,4.63,37.12,175.80
rw-ANSed-pw,1,8,12,0,93.23,48.00,7,29,9,30,18.92,43.75,39,4.63,37.12,180.45
rw-ANSed-pw,1,8,12,0,93.23,48.00,7,29,9,30,18.92,43.75,40,4.62,37.12,184.88
rw-numbers-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,1,4.27,4.27,4.27
rw-numbers-pw,1,8,12,0,63.69,50.67,0,38,0,37,0.00,0.00,2,4.37,8.74,8.74
rw-numbers-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,3,4.28,12.83,12.83
rw-numbers-pw,1,8,12,0,67.69,50.67,0,38,0,37,0.00,0.00,4,4.20,16.79,16.79
rw-numbers-pw,1,8,12,0,82.77,73.33,35,20,18,2,94.59,66.04,5,4.24,21.21,21.21
rw-numbers-pw,1,8,12,0,85.54,70.67,18,35,3,19,48.65,85.71,6,4.28,21.21,25.68
rw-numbers-pw,1,8,12,0,86.46,73.33,21,34,4,16,56.76,84.00,7,4.31,30.15,30.15
rw-numbers-pw,1,8,12,0,86.15,73.33,21,34,4,16,56.76,84.00,8,4.30,34.40,34.40
rw-numbers-pw,1,8,12,0,86.77,73.33,21,34,4,16,56.76,84.00,9,4.33,38.98,38.98
rw-numbers-pw,1,8,12,0,88.92,73.33,21,34,4,16,56.76,84.00,10,4.36,43.61,43.61
rw-numbers-pw,1,8,12,0,89.85,73.33,21,34,4,16,56.76,84.00,11,4.36,47.92,47.92
rw-numbers-pw,1,8,12,0,87.38,68.00,17,34,4,20,45.95,80.95,12,4.34,47.92,52.03
rw-numbers-pw,1,8,12,0,90.77,73.33,21,34,4,16,56.76,84.00,13,4.33,56.29,56.29
rw-numbers-pw,1,8,12,0,90.46,69.33,18,34,4,19,48.65,81.82,14,4.33,56.29,60.59
rw-numbers-pw,1,8,12,0,90.77,73.33,21,34,4,16,56.76,84.00,15,4.35,65.31,65.31
rw-numbers-pw,1,8,12,0,90.77,74.67,21,35,3,16,56.76,87.50,16,4.36,69.78,69.78
rw-numbers-pw,1,8,12,0,90.77,60.00,10,35,3,27,27.03,76.92,17,4.37,69.78,74.26
rw-numbers-pw,1,8,12,0,91.38,60.00,10,35,3,27,27.03,76.92,18,4.36,69.78,78.49
rw-numbers-pw,1,8,12,0,91.38,60.00,10,35,3,27,27.03,76.92,19,4.37,69.78,83.01
rw-numbers-pw,1,8,12,0,91.69,76.00,22,35,3,15,59.46,88.00,20,4.37,87.36,87.36
rw-numbers-pw,1,8,12,0,91.69,76.00,23,34,4,14,62.16,85.19,21,4.37,91.78,91.78
rw-numbers-pw,1,8,12,0,92.00,76.00,23,34,4,14,62.16,85.19,22,4.38,96.42,96.42
rw-numbers-pw,1,8,12,0,93.23,76.00,23,34,4,14,62.16,85.19,23,4.39,100.87,100.87
rw-numbers-pw,1,8,12,0,93.23,77.33,23,35,3,14,62.16,88.46,24,4.37,104.99,104.99
rw-numbers-pw,1,8,12,0,93.23,77.33,23,35,3,14,62.16,88.46,25,4.36,109.10,109.10
rw-numbers-pw,1,8,12,0,93.54,77.33,23,35,3,14,62.16,88.46,26,4.36,113.25,113.25
rw-numbers-pw,1,8,12,0,93.54,77.33,23,35,3,14,62.16,88.46,27,4.36,117.84,117.84
rw-numbers-pw,1,8,12,0,93.85,77.33,23,35,3,14,62.16,88.46,28,4.37,122.35,122.35
rw-numbers-pw,1,8,12,0,94.15,77.33,23,35,3,14,62.16,88.46,29,4.37,126.83,126.83
rw-numbers-pw,1,8,12,0,93.54,70.67,18,35,3,19,48.65,85.71,30,4.36,126.83,130.84
rw-numbers-pw,1,8,12,0,93.85,70.67,18,35,3,19,48.65,85.71,31,4.34,126.83,134.64
rw-numbers-pw,1,8,12,0,93.54,70.67,18,35,3,19,48.65,85.71,32,4.33,126.83,138.66
rw-numbers-pw,1,8,12,0,92.92,70.67,18,35,3,19,48.65,85.71,33,4.32,126.83,142.63
rw-numbers-pw,1,8,12,0,93.54,70.67,18,35,3,19,48.65,85.71,34,4.32,126.83,147.03
rw-numbers-pw,1,8,12,0,92.92,70.67,18,35,3,19,48.65,85.71,35,4.33,126.83,151.57
rw-numbers-pw,1,8,12,0,92.92,70.67,18,35,3,19,48.65,85.71,36,4.33,126.83,155.99
rw-numbers-pw,1,8,12,0,94.15,70.67,18,35,3,19,48.65,85.71,37,4.33,126.83,160.26
rw-numbers-pw,1,8,12,0,94.15,70.67,18,35,3,19,48.65,85.71,38,4.32,126.83,164.15
rw-numbers-pw,1,8,12,0,94.15,70.67,18,35,3,19,48.65,85.71,39,4.32,126.83,168.45
rw-numbers-pw,1,8,12,0,94.15,70.67,18,35,3,19,48.65,85.71,40,4.32,126.83,172.80
rw-numbers-pw,1,8,12,0,94.15,70.67,18,35,3,19,48.65,85.71,41,4.32,126.83,176.98
rw-Raw-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,1,4.28,4.28,4.28
rw-Raw-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,2,4.41,8.81,8.81
rw-Raw-pw,1,8,12,0,51.69,50.67,0,38,0,37,0.00,0.00,3,4.39,13.18,13.18
rw-Raw-pw,1,8,12,0,64.62,50.67,0,38,0,37,0.00,0.00,4,4.32,17.29,17.29
rw-Raw-pw,1,8,12,0,83.38,72.00,22,32,6,15,59.46,78.57,5,4.36,21.82,21.82
rw-Raw-pw,1,8,12,0,83.08,64.00,11,37,1,26,29.73,91.67,6,4.36,21.82,26.16
rw-Raw-pw,1,8,12,0,87.69,52.00,31,8,30,6,83.78,50.82,7,4.40,21.82,30.83
rw-Raw-pw,1,8,12,0,88.62,53.33,31,9,29,6,83.78,51.67,8,4.41,21.82,35.29
rw-Raw-pw,1,8,12,0,87.08,50.67,31,7,31,6,83.78,50.00,9,4.43,21.82,39.91
rw-Raw-pw,1,8,12,0,88.00,50.67,31,7,31,6,83.78,50.00,10,4.44,21.82,44.40
rw-Raw-pw,1,8,12,0,88.92,50.67,31,7,31,6,83.78,50.00,11,4.44,21.82,48.82
rw-Raw-pw,1,8,12,0,89.85,50.67,31,7,31,6,83.78,50.00,12,4.43,21.82,53.11
rw-Raw-pw,1,8,12,0,90.77,50.67,31,7,31,6,83.78,50.00,13,4.44,21.82,57.69
rw-Raw-pw,1,8,12,0,90.77,50.67,31,7,31,6,83.78,50.00,14,4.44,21.82,62.10
rw-Raw-pw,1,8,12,0,90.77,50.67,31,7,31,6,83.78,50.00,15,4.44,21.82,66.55
rw-Raw-pw,1,8,12,0,91.08,50.67,31,7,31,6,83.78,50.00,16,4.44,21.82,70.98
rw-Raw-pw,1,8,12,0,91.08,52.00,31,8,30,6,83.78,50.82,17,4.45,21.82,75.63
rw-Raw-pw,1,8,12,0,91.08,52.00,31,8,30,6,83.78,50.82,18,4.45,21.82,80.13
rw-Raw-pw,1,8,12,0,91.69,52.00,31,8,30,6,83.78,50.82,19,4.45,21.82,84.58
rw-Raw-pw,1,8,12,0,91.69,52.00,31,8,30,6,83.78,50.82,20,4.45,21.82,89.07
rw-Raw-pw,1,8,12,0,92.00,52.00,31,8,30,6,83.78,50.82,21,4.46,21.82,93.64
rw-Raw-pw,1,8,12,0,91.69,52.00,31,8,30,6,83.78,50.82,22,4.45,21.82,97.92
rw-Raw-pw,1,8,12,0,92.00,52.00,31,8,30,6,83.78,50.82,23,4.45,21.82,102.27
rw-Raw-pw,1,8,12,0,91.38,52.00,31,8,30,6,83.78,50.82,24,4.45,21.82,106.71
rw-Raw-pw,1,8,12,0,92.92,69.33,31,21,17,6,83.78,64.58,25,4.44,21.82,111.07
rw-Raw-pw,1,8,12,0,91.08,72.00,29,25,13,8,78.38,69.05,26,4.44,115.46,115.46
rw-Raw-pw,1,8,12,0,91.38,58.67,36,8,30,1,97.30,54.55,27,4.43,115.46,119.68
rw-Raw-pw,1,8,12,0,92.00,69.33,17,35,3,20,45.95,85.00,28,4.43,115.46,123.96
rw-Raw-pw,1,8,12,0,92.00,45.33,17,17,21,20,45.95,44.74,29,4.42,115.46,128.15
rw-Raw-pw,1,8,12,0,91.69,44.00,18,15,23,19,48.65,43.90,30,4.40,115.46,132.13
rw-Raw-pw,1,8,12,0,92.31,49.33,22,15,23,15,59.46,48.89,31,4.40,115.46,136.37
rw-Raw-pw,1,8,12,0,94.15,49.33,22,15,23,15,59.46,48.89,32,4.40,115.46,140.68
rw-Raw-pw,1,8,12,0,92.62,49.33,22,15,23,15,59.46,48.89,33,4.40,115.46,145.08
rw-Raw-pw,1,8,12,0,92.92,62.67,20,27,11,17,54.05,64.52,34,4.38,115.46,148.99
rw-Raw-pw,1,8,12,0,94.15,70.67,26,27,11,11,70.27,70.27,35,4.38,115.46,153.40
rw-Raw-pw,1,8,12,0,94.77,69.33,24,28,10,13,64.86,70.59,36,4.39,115.46,158.00
rw-lower-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,1,6.23,6.23,6.23
rw-lower-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,6.30,12.59,12.59
rw-lower-rand,1,8,12,0,62.15,56.00,2,40,0,33,5.71,100.00,3,6.17,18.52,18.52
rw-lower-rand,1,8,12,0,62.77,58.67,4,40,0,31,11.43,100.00,4,6.15,24.62,24.62
rw-lower-rand,1,8,12,0,86.15,81.33,26,35,5,9,74.29,83.87,5,6.15,30.76,30.76
rw-lower-rand,1,8,12,0,75.69,80.00,28,32,8,7,80.00,77.78,6,6.15,30.76,36.89
rw-lower-rand,1,8,12,0,85.85,93.33,34,36,4,1,97.14,89.47,7,6.15,43.05,43.05
rw-lower-rand,1,8,12,0,86.15,90.67,33,35,5,2,94.29,86.84,8,6.15,43.05,49.17
rw-lower-rand,1,8,12,0,83.69,82.67,25,37,3,10,71.43,89.29,9,6.11,43.05,55.02
rw-lower-rand,1,8,12,0,88.00,92.00,33,36,4,2,94.29,89.19,10,6.13,43.05,61.28
rw-lower-rand,1,8,12,0,85.54,86.67,29,36,4,6,82.86,87.88,11,6.12,43.05,67.30
rw-lower-rand,1,8,12,0,87.38,90.67,32,36,4,3,91.43,88.89,12,6.11,43.05,73.35
rw-lower-rand,1,8,12,0,89.23,92.00,33,36,4,2,94.29,89.19,13,6.14,43.05,79.83
rw-lower-rand,1,8,12,0,88.31,89.33,30,37,3,5,85.71,90.91,14,6.12,43.05,85.64
rw-lower-rand,1,8,12,0,90.46,92.00,32,37,3,3,91.43,91.43,15,6.13,43.05,92.00
rw-lower-rand,1,8,12,0,90.15,89.33,31,36,4,4,88.57,88.57,16,6.12,43.05,97.93
rw-lower-rand,1,8,12,0,90.15,84.00,26,37,3,9,74.29,89.66,17,6.11,43.05,103.85
rw-lower-rand,1,8,12,0,89.23,81.33,24,37,3,11,68.57,88.89,18,6.09,43.05,109.67
rw-lower-rand,1,8,12,0,90.15,85.33,27,37,3,8,77.14,90.00,19,6.07,43.05,115.34
rw-lower-rand,1,8,12,0,90.46,85.33,27,37,3,8,77.14,90.00,20,6.05,43.05,121.10
rw-lower-rand,1,8,12,0,90.46,86.67,28,37,3,7,80.00,90.32,21,6.06,43.05,127.23
rw-lower-rand,1,8,12,0,88.00,81.33,26,35,5,9,74.29,83.87,22,6.05,43.05,133.15
rw-lower-rand,1,8,12,0,89.54,81.33,26,35,5,9,74.29,83.87,23,6.04,43.05,138.91
rw-lower-rand,1,8,12,0,92.00,92.00,33,36,4,2,94.29,89.19,24,6.03,43.05,144.69
rw-lower-rand,1,8,12,0,82.77,84.00,35,28,12,0,100.00,74.47,25,6.03,43.05,150.71
rw-lower-rand,1,8,12,0,87.69,92.00,34,35,5,1,97.14,87.18,26,6.03,43.05,156.73
rw-lower-rand,1,8,12,0,90.46,92.00,34,35,5,1,97.14,87.18,27,6.00,43.05,162.07
rw-lower-rand,1,8,12,0,92.00,92.00,34,35,5,1,97.14,87.18,28,5.99,43.05,167.68
rw-lower-rand,1,8,12,0,92.31,92.00,34,35,5,1,97.14,87.18,29,5.99,43.05,173.83
rw-prefix-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,1,5.92,5.92,5.92
rw-prefix-rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,6.19,12.38,12.38
rw-prefix-rand,1,8,12,0,51.38,53.33,0,40,0,35,0.00,0.00,3,6.08,18.25,18.25
rw-prefix-rand,1,8,12,0,53.85,56.00,2,40,0,33,5.71,100.00,4,6.12,24.49,24.49
rw-prefix-rand,1,8,12,0,63.69,58.67,4,40,0,31,11.43,100.00,5,6.12,30.60,30.60
rw-prefix-rand,1,8,12,0,74.77,68.00,13,38,2,22,37.14,86.67,6,6.12,36.70,36.70
rw-prefix-rand,1,8,12,0,83.38,73.33,17,38,2,18,48.57,89.47,7,6.14,42.97,42.97
rw-prefix-rand,1,8,12,0,87.69,85.33,29,35,5,6,82.86,85.29,8,6.11,48.89,48.89
rw-prefix-rand,1,8,12,0,88.00,85.33,27,37,3,8,77.14,90.00,9,6.13,55.21,55.21
rw-prefix-rand,1,8,12,0,88.62,84.00,26,37,3,9,74.29,89.66,10,6.10,55.21,61.01
rw-prefix-rand,1,8,12,0,88.62,85.33,27,37,3,8,77.14,90.00,11,6.08,66.93,66.93
rw-prefix-rand,1,8,12,0,89.85,85.33,27,37,3,8,77.14,90.00,12,6.09,73.12,73.12
rw-prefix-rand,1,8,12,0,90.15,85.33,27,37,3,8,77.14,90.00,13,6.05,78.70,78.70
rw-prefix-rand,1,8,12,0,89.23,85.33,27,37,3,8,77.14,90.00,14,6.06,84.91,84.91
rw-prefix-rand,1,8,12,0,90.46,85.33,27,37,3,8,77.14,90.00,15,6.05,90.78,90.78
rw-prefix-rand,1,8,12,0,90.46,85.33,27,37,3,8,77.14,90.00,16,6.04,96.65,96.65
rw-prefix-rand,1,8,12,0,92.00,92.00,33,36,4,2,94.29,89.19,17,6.06,103.10,103.10
rw-prefix-rand,1,8,12,0,91.69,92.00,33,36,4,2,94.29,89.19,18,6.09,109.67,109.67
rw-prefix-rand,1,8,12,0,91.38,86.67,28,37,3,7,80.00,90.32,19,6.13,109.67,116.43
rw-prefix-rand,1,8,12,0,92.31,92.00,33,36,4,2,94.29,89.19,20,6.11,122.17,122.17
rw-prefix-rand,1,8,12,0,92.62,93.33,33,37,3,2,94.29,91.67,21,6.09,127.97,127.97
rw-prefix-rand,1,8,12,0,91.69,86.67,27,38,2,8,77.14,93.10,22,6.09,127.97,134.00
rw-prefix-rand,1,8,12,0,92.92,92.00,33,36,4,2,94.29,89.19,23,6.07,127.97,139.59
rw-prefix-rand,1,8,12,0,92.62,93.33,33,37,3,2,94.29,91.67,24,6.04,144.91,144.91
rw-prefix-rand,1,8,12,0,92.62,86.67,27,38,2,8,77.14,93.10,25,6.03,144.91,150.68
rw-prefix-rand,1,8,12,0,92.31,89.33,32,35,5,3,91.43,86.49,26,6.04,144.91,157.14
rw-prefix-rand,1,8,12,0,92.31,85.33,26,38,2,9,74.29,92.86,27,6.06,144.91,163.61
rw-prefix-rand,1,8,12,0,92.92,84.00,25,38,2,10,71.43,92.59,28,6.06,144.91,169.60
rw-prefix-rand,1,8,12,0,93.85,90.67,32,36,4,3,91.43,88.89,29,6.06,144.91,175.82
rw-prefix-rand,1,8,12,0,94.15,90.67,32,36,4,3,91.43,88.89,30,6.07,144.91,182.00
rw-prefix-rand,1,8,12,0,93.85,90.67,32,36,4,3,91.43,88.89,31,6.06,144.91,187.81
rw-prefix-rand,1,8,12,0,94.46,90.67,32,36,4,3,91.43,88.89,32,6.06,144.91,193.93
rw-prefix-rand,1,8,12,0,94.77,90.67,32,36,4,3,91.43,88.89,33,6.06,144.91,199.83
rw-prefix-rand,1,8,12,0,95.08,90.67,32,36,4,3,91.43,88.89,34,6.05,144.91,205.66
rw-prefix-rand,1,8,12,0,94.77,90.67,32,36,4,3,91.43,88.89,35,6.07,144.91,212.38
rw-prefix-rand,1,8,12,0,95.08,92.00,32,37,3,3,91.43,91.43,36,6.07,144.91,218.35
rw-prefix-rand,1,8,12,0,94.77,92.00,32,37,3,3,91.43,91.43,37,6.07,144.91,224.46
rw-prefix-rand,1,8,12,0,95.69,92.00,32,37,3,3,91.43,91.43,38,6.07,144.91,230.55
rw-prefix-rand,1,8,12,0,96.00,92.00,32,37,3,3,91.43,91.43,39,6.09,144.91,237.64
rw-prefix-rand,1,8,12,0,96.00,90.67,32,36,4,3,91.43,88.89,40,6.09,144.91,243.64
rw-prefix-rand,1,8,12,0,96.31,93.33,34,36,4,1,97.14,89.47,41,6.09,249.85,249.85
