model,split,embdim,batchsize,depth,trainacc,testacc,tp,tn,fp,fn,recall,precision,epoch,epochtime,besttime,trainingtime
rw-lower-pw,2,8,12,0,88.60,50.54,47,0,46,0,100.00,50.54,20,5.89,100.89,117.70
rw-lower-pw,2,8,12,0,90.55,50.54,47,0,46,0,100.00,50.54,21,5.87,100.89,123.30
rw-lower-pw,2,8,12,0,90.55,50.54,47,0,46,0,100.00,50.54,22,5.86,100.89,128.98
rw-lower-pw,2,8,12,0,90.88,50.54,47,0,46,0,100.00,50.54,23,5.88,100.89,135.28
rw-lower-pw,2,8,12,0,91.21,50.54,47,0,46,0,100.00,50.54,24,5.88,100.89,141.22
rw-lower-pw,2,8,12,0,71.34,50.54,47,0,46,0,100.00,50.54,25,5.86,100.89,146.56
rw-lower-pw,2,8,12,0,85.34,50.54,47,0,46,0,100.00,50.54,26,5.87,100.89,152.70
rw-lower-pw,2,8,12,0,88.93,50.54,47,0,46,0,100.00,50.54,27,5.87,100.89,158.61
rw-lower-pw,2,8,12,0,88.93,67.74,47,16,30,0,100.00,61.04,28,5.90,100.89,165.15
rw-lower-pw,2,8,12,0,88.93,67.74,47,16,30,0,100.00,61.04,29,5.90,100.89,171.15
rw-lower-pw,2,8,12,0,88.93,67.74,47,16,30,0,100.00,61.04,30,5.89,100.89,176.82
rw-prefix-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,1,6.59,6.59,6.59
rw-prefix-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,2,6.25,12.50,12.50
rw-prefix-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,3,6.10,18.31,18.31
rw-prefix-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,4,6.08,24.32,24.32
rw-prefix-pw,2,8,12,0,83.06,50.54,3,44,2,44,6.38,60.00,5,6.17,30.83,30.83
rw-prefix-pw,2,8,12,0,86.32,60.22,47,9,37,0,100.00,55.95,6,6.18,37.06,37.06
rw-prefix-pw,2,8,12,0,84.04,48.39,16,29,17,31,34.04,48.48,7,6.21,37.06,43.45
rw-prefix-pw,2,8,12,0,85.67,50.54,47,0,46,0,100.00,50.54,8,6.15,37.06,49.20
rw-prefix-pw,2,8,12,0,85.99,50.54,47,0,46,0,100.00,50.54,9,6.13,37.06,55.17
rw-prefix-pw,2,8,12,0,87.30,50.54,47,0,46,0,100.00,50.54,10,6.12,37.06,61.20
rw-prefix-pw,2,8,12,0,88.27,50.54,47,0,46,0,100.00,50.54,11,6.10,37.06,67.12
rw-prefix-pw,2,8,12,0,89.25,50.54,47,0,46,0,100.00,50.54,12,6.06,37.06,72.70
rw-prefix-pw,2,8,12,0,90.23,50.54,47,0,46,0,100.00,50.54,13,6.04,37.06,78.50
rw-prefix-pw,2,8,12,0,90.55,50.54,47,0,46,0,100.00,50.54,14,6.01,37.06,84.20
rw-prefix-pw,2,8,12,0,90.88,50.54,47,0,46,0,100.00,50.54,15,5.98,37.06,89.66
rw-prefix-pw,2,8,12,0,90.23,50.54,47,0,46,0,100.00,50.54,16,5.97,37.06,95.52
rw-prefix-pw,2,8,12,0,91.86,50.54,47,0,46,0,100.00,50.54,17,5.96,37.06,101.32
rw-prefix-pw,2,8,12,0,91.53,50.54,47,0,46,0,100.00,50.54,18,5.93,37.06,106.71
rw-prefix-pw,2,8,12,0,92.83,50.54,47,0,46,0,100.00,50.54,19,5.91,37.06,112.32
rw-prefix-pw,2,8,12,0,92.83,50.54,47,0,46,0,100.00,50.54,20,5.93,37.06,118.60
rw-prefix-pw,2,8,12,0,90.23,50.54,47,0,46,0,100.00,50.54,21,5.92,37.06,124.35
rw-prefix-pw,2,8,12,0,92.51,50.54,47,0,46,0,100.00,50.54,22,5.90,37.06,129.80
rw-prefix-pw,2,8,12,0,92.83,50.54,47,0,46,0,100.00,50.54,23,5.88,37.06,135.35
rw-prefix-pw,2,8,12,0,93.81,50.54,47,0,46,0,100.00,50.54,24,5.88,37.06,141.04
rw-prefix-pw,2,8,12,0,93.49,50.54,47,0,46,0,100.00,50.54,25,5.87,37.06,146.73
rw-prefix-pw,2,8,12,0,92.83,50.54,47,0,46,0,100.00,50.54,26,5.86,37.06,152.34
rw-prefix-pw,2,8,12,0,92.83,50.54,47,0,46,0,100.00,50.54,27,5.85,37.06,158.02
rw-prefix-pw,2,8,12,0,93.16,50.54,47,0,46,0,100.00,50.54,28,5.84,37.06,163.59
rw-prefix-pw,2,8,12,0,90.55,50.54,47,0,46,0,100.00,50.54,29,5.83,37.06,169.04
rw-prefix-pw,2,8,12,0,91.86,50.54,47,0,46,0,100.00,50.54,30,5.82,37.06,174.72
rw-ANSed-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,1,4.78,4.78,4.78
rw-ANSed-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,2,4.76,9.53,9.53
rw-ANSed-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,3,4.90,14.71,14.71
rw-ANSed-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,4,4.82,19.27,19.27
rw-ANSed-pw,2,8,12,0,56.68,49.46,0,46,0,47,0.00,0.00,5,4.73,23.66,23.66
rw-ANSed-pw,2,8,12,0,80.13,54.84,6,45,1,41,12.77,85.71,6,4.69,28.13,28.13
rw-ANSed-pw,2,8,12,0,86.32,50.54,11,36,10,36,23.40,52.38,7,4.65,28.13,32.58
rw-ANSed-pw,2,8,12,0,84.69,55.91,6,46,0,41,12.77,100.00,8,4.65,37.21,37.21
rw-ANSed-pw,2,8,12,0,88.60,39.78,12,25,21,35,25.53,36.36,9,4.65,37.21,41.86
rw-ANSed-pw,2,8,12,0,88.27,55.91,6,46,0,41,12.77,100.00,10,4.65,46.52,46.52
rw-ANSed-pw,2,8,12,0,90.55,56.99,9,44,2,38,19.15,81.82,11,4.67,51.35,51.35
rw-ANSed-pw,2,8,12,0,89.25,55.91,6,46,0,41,12.77,100.00,12,4.67,51.35,56.05
rw-ANSed-pw,2,8,12,0,89.25,56.99,12,41,5,35,25.53,70.59,13,4.63,60.25,60.25
rw-ANSed-pw,2,8,12,0,88.93,58.06,12,42,4,35,25.53,75.00,14,4.63,64.78,64.78
rw-ANSed-pw,2,8,12,0,88.93,56.99,12,41,5,35,25.53,70.59,15,4.63,64.78,69.41
rw-ANSed-pw,2,8,12,0,91.53,56.99,12,41,5,35,25.53,70.59,16,4.63,64.78,74.13
rw-ANSed-pw,2,8,12,0,91.53,58.06,14,40,6,33,29.79,70.00,17,4.62,78.52,78.52
rw-ANSed-pw,2,8,12,0,91.86,50.54,16,31,15,31,34.04,51.61,18,4.61,78.52,83.02
rw-ANSed-pw,2,8,12,0,92.83,44.09,18,23,23,29,38.30,43.90,19,4.59,78.52,87.13
rw-ANSed-pw,2,8,12,0,90.55,30.11,20,8,38,27,42.55,34.48,20,4.58,78.52,91.65
rw-ANSed-pw,2,8,12,0,89.90,56.99,11,42,4,36,23.40,73.33,21,4.57,78.52,96.04
rw-ANSed-pw,2,8,12,0,92.83,38.71,12,24,22,35,25.53,35.29,22,4.58,78.52,100.69
rw-ANSed-pw,2,8,12,0,93.49,38.71,12,24,22,35,25.53,35.29,23,4.57,78.52,105.08
rw-ANSed-pw,2,8,12,0,94.46,38.71,12,24,22,35,25.53,35.29,24,4.55,78.52,109.23
rw-ANSed-pw,2,8,12,0,89.25,38.71,22,14,32,25,46.81,40.74,25,4.56,78.52,113.90
rw-ANSed-pw,2,8,12,0,93.81,37.63,12,23,23,35,25.53,34.29,26,4.56,78.52,118.65
rw-ANSed-pw,2,8,12,0,94.46,46.24,22,21,25,25,46.81,46.81,27,4.57,78.52,123.29
rw-ANSed-pw,2,8,12,0,93.16,41.94,25,14,32,22,53.19,43.86,28,4.56,78.52,127.71
rw-ANSed-pw,2,8,12,0,95.11,38.71,12,24,22,35,25.53,35.29,29,4.56,78.52,132.16
rw-ANSed-pw,2,8,12,0,95.11,49.46,25,21,25,22,53.19,50.00,30,4.56,78.52,136.69
rw-ANSed-pw,2,8,12,0,95.11,38.71,12,24,22,35,25.53,35.29,31,4.55,78.52,141.08
rw-ANSed-pw,2,8,12,0,96.09,38.71,12,24,22,35,25.53,35.29,32,4.54,78.52,145.26
rw-ANSed-pw,2,8,12,0,96.09,38.71,12,24,22,35,25.53,35.29,33,4.53,78.52,149.56
rw-ANSed-pw,2,8,12,0,95.44,38.71,12,24,22,35,25.53,35.29,34,4.53,78.52,154.13
rw-ANSed-pw,2,8,12,0,80.46,52.69,47,2,44,0,100.00,51.65,35,4.54,78.52,158.93
rw-ANSed-pw,2,8,12,0,93.16,55.91,12,40,6,35,25.53,66.67,36,4.53,78.52,163.23
rw-ANSed-pw,2,8,12,0,94.46,32.26,12,18,28,35,25.53,30.00,37,4.53,78.52,167.75
rw-ANSed-pw,2,8,12,0,95.77,38.71,12,24,22,35,25.53,35.29,38,4.55,78.52,173.07
rw-ANSed-pw,2,8,12,0,95.77,38.71,12,24,22,35,25.53,35.29,39,4.56,78.52,177.78
rw-numbers-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,1,4.56,4.56,4.56
rw-numbers-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,2,4.41,8.82,8.82
rw-numbers-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,3,4.56,13.67,13.67
rw-numbers-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,4,4.46,17.83,17.83
rw-numbers-pw,2,8,12,0,81.43,51.61,3,45,1,44,6.38,75.00,5,4.43,22.16,22.16
rw-numbers-pw,2,8,12,0,80.78,54.84,6,45,1,41,12.77,85.71,6,4.45,26.72,26.72
rw-numbers-pw,2,8,12,0,81.11,59.14,11,44,2,36,23.40,84.62,7,4.44,31.09,31.09
rw-numbers-pw,2,8,12,0,82.74,58.06,12,42,4,35,25.53,75.00,8,4.45,31.09,35.62
rw-numbers-pw,2,8,12,0,84.04,73.12,47,21,25,0,100.00,65.28,9,4.50,40.50,40.50
rw-numbers-pw,2,8,12,0,86.64,58.06,12,42,4,35,25.53,75.00,10,4.52,40.50,45.17
rw-numbers-pw,2,8,12,0,86.97,65.59,22,39,7,25,46.81,75.86,11,4.51,40.50,49.60
rw-numbers-pw,2,8,12,0,87.62,80.65,47,28,18,0,100.00,72.31,12,4.52,54.25,54.25
rw-numbers-pw,2,8,12,0,90.23,73.12,47,21,25,0,100.00,65.28,13,4.53,54.25,58.84
rw-numbers-pw,2,8,12,0,90.55,53.76,47,3,43,0,100.00,52.22,14,4.55,54.25,63.64
rw-numbers-pw,2,8,12,0,91.53,63.44,47,12,34,0,100.00,58.02,15,4.52,54.25,67.80
rw-numbers-pw,2,8,12,0,89.90,51.61,47,1,45,0,100.00,51.09,16,4.51,54.25,72.20
rw-numbers-pw,2,8,12,0,84.69,49.46,0,46,0,47,0.00,0.00,17,4.49,54.25,76.31
rw-numbers-pw,2,8,12,0,92.18,70.97,47,19,27,0,100.00,63.51,18,4.49,54.25,80.75
rw-numbers-pw,2,8,12,0,92.51,54.84,47,4,42,0,100.00,52.81,19,4.47,54.25,84.95
rw-numbers-pw,2,8,12,0,93.16,54.84,47,4,42,0,100.00,52.81,20,4.48,54.25,89.70
rw-numbers-pw,2,8,12,0,94.79,23.66,12,10,36,35,25.53,25.00,21,4.48,54.25,94.01
rw-numbers-pw,2,8,12,0,94.46,53.76,47,3,43,0,100.00,52.22,22,4.47,54.25,98.27
rw-numbers-pw,2,8,12,0,94.46,53.76,47,3,43,0,100.00,52.22,23,4.47,54.25,102.88
rw-numbers-pw,2,8,12,0,94.46,53.76,47,3,43,0,100.00,52.22,24,4.48,54.25,107.55
rw-numbers-pw,2,8,12,0,94.46,69.89,47,18,28,0,100.00,62.67,25,4.47,54.25,111.67
rw-numbers-pw,2,8,12,0,91.53,53.76,47,3,43,0,100.00,52.22,26,4.46,54.25,115.99
rw-numbers-pw,2,8,12,0,93.81,72.04,47,20,26,0,100.00,64.38,27,4.47,54.25,120.62
rw-numbers-pw,2,8,12,0,94.14,58.06,12,42,4,35,25.53,75.00,28,4.47,54.25,125.05
rw-numbers-pw,2,8,12,0,94.46,56.99,12,41,5,35,25.53,70.59,29,4.46,54.25,129.35
rw-numbers-pw,2,8,12,0,94.46,38.71,12,24,22,35,25.53,35.29,30,4.45,54.25,133.52
rw-numbers-pw,2,8,12,0,94.46,38.71,12,24,22,35,25.53,35.29,31,4.45,54.25,137.90
rw-numbers-pw,2,8,12,0,94.79,38.71,12,24,22,35,25.53,35.29,32,4.45,54.25,142.44
rw-numbers-pw,2,8,12,0,93.81,51.61,47,1,45,0,100.00,51.09,33,4.45,54.25,146.91
rw-numbers-pw,2,8,12,0,94.79,38.71,12,24,22,35,25.53,35.29,34,4.44,54.25,150.81
rw-numbers-pw,2,8,12,0,94.79,39.78,12,25,21,35,25.53,36.36,35,4.43,54.25,155.13
rw-numbers-pw,2,8,12,0,95.44,39.78,12,25,21,35,25.53,36.36,36,4.44,54.25,159.87
rw-numbers-pw,2,8,12,0,95.44,39.78,12,25,21,35,25.53,36.36,37,4.44,54.25,164.23
rw-numbers-pw,2,8,12,0,96.09,39.78,12,25,21,35,25.53,36.36,38,4.44,54.25,168.79
rw-numbers-pw,2,8,12,0,96.09,73.12,47,21,25,0,100.00,65.28,39,4.45,54.25,173.42
rw-numbers-pw,2,8,12,0,96.09,78.49,47,26,20,0,100.00,70.15,40,4.44,54.25,177.42
rw-Raw-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,1,4.78,4.78,4.78
rw-Raw-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,2,5.03,10.07,10.07
rw-Raw-pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,3,4.92,14.75,14.75
rw-Raw-pw,2,8,12,0,54.07,49.46,0,46,0,47,0.00,0.00,4,4.86,19.44,19.44
rw-Raw-pw,2,8,12,0,78.18,51.61,3,45,1,44,6.38,75.00,5,4.89,24.46,24.46
rw-Raw-pw,2,8,12,0,83.06,60.22,16,40,6,31,34.04,72.73,6,5.02,30.14,30.14
rw-Raw-pw,2,8,12,0,84.04,58.06,12,42,4,35,25.53,75.00,7,5.10,30.14,35.68
rw-Raw-pw,2,8,12,0,85.34,50.54,47,0,46,0,100.00,50.54,8,5.10,30.14,40.79
rw-Raw-pw,2,8,12,0,86.32,50.54,47,0,46,0,100.00,50.54,9,5.10,30.14,45.87
rw-Raw-pw,2,8,12,0,87.62,50.54,47,0,46,0,100.00,50.54,10,5.08,30.14,50.76
rw-Raw-pw,2,8,12,0,87.95,50.54,47,0,46,0,100.00,50.54,11,5.07,30.14,55.81
rw-Raw-pw,2,8,12,0,89.25,50.54,47,0,46,0,100.00,50.54,12,5.08,30.14,60.93
rw-Raw-pw,2,8,12,0,89.90,50.54,47,0,46,0,100.00,50.54,13,5.06,30.14,65.76
rw-Raw-pw,2,8,12,0,89.90,50.54,47,0,46,0,100.00,50.54,14,5.06,30.14,70.81
rw-Raw-pw,2,8,12,0,90.55,50.54,47,0,46,0,100.00,50.54,15,5.03,30.14,75.52
rw-Raw-pw,2,8,12,0,90.88,50.54,47,0,46,0,100.00,50.54,16,5.05,30.14,80.74
rw-Raw-pw,2,8,12,0,91.53,50.54,47,0,46,0,100.00,50.54,17,5.04,30.14,85.69
rw-Raw-pw,2,8,12,0,91.86,50.54,47,0,46,0,100.00,50.54,18,5.03,30.14,90.51
rw-Raw-pw,2,8,12,0,92.18,50.54,47,0,46,0,100.00,50.54,19,5.00,30.14,94.96
rw-Raw-pw,2,8,12,0,93.16,50.54,47,0,46,0,100.00,50.54,20,4.99,30.14,99.74
rw-Raw-pw,2,8,12,0,92.51,17.20,15,1,45,32,31.91,25.00,21,4.98,30.14,104.67
rw-Raw-pw,2,8,12,0,91.21,50.54,47,0,46,0,100.00,50.54,22,4.97,30.14,109.38
rw-Raw-pw,2,8,12,0,88.27,50.54,47,0,46,0,100.00,50.54,23,4.96,30.14,114.01
rw-Raw-pw,2,8,12,0,92.18,50.54,47,0,46,0,100.00,50.54,24,4.94,30.14,118.59
rw-Raw-pw,2,8,12,0,94.14,50.54,47,0,46,0,100.00,50.54,25,4.94,30.14,123.42
rw-Raw-pw,2,8,12,0,90.88,83.87,47,31,15,0,100.00,75.81,26,4.91,127.62,127.62
rw-Raw-pw,2,8,12,0,93.49,50.54,47,0,46,0,100.00,50.54,27,4.92,127.62,132.78
rw-Raw-pw,2,8,12,0,93.81,50.54,47,0,46,0,100.00,50.54,28,4.90,127.62,137.24
rw-Raw-pw,2,8,12,0,94.14,50.54,47,0,46,0,100.00,50.54,29,4.91,127.62,142.29
rw-Raw-pw,2,8,12,0,94.14,76.34,47,24,22,0,100.00,68.12,30,4.91,127.62,147.23
rw-Raw-pw,2,8,12,0,94.79,50.54,47,0,46,0,100.00,50.54,31,4.91,127.62,152.14
rw-Raw-pw,2,8,12,0,94.79,47.31,44,0,46,3,93.62,48.89,32,4.91,127.62,156.97
rw-Raw-pw,2,8,12,0,94.79,47.31,44,0,46,3,93.62,48.89,33,4.90,127.62,161.64
rw-Raw-pw,2,8,12,0,94.79,47.31,44,0,46,3,93.62,48.89,34,4.90,127.62,166.54
rw-Raw-pw,2,8,12,0,93.81,47.31,44,0,46,3,93.62,48.89,35,4.89,127.62,171.28
rw-Raw-pw,2,8,12,0,95.44,47.31,44,0,46,3,93.62,48.89,36,4.88,127.62,175.70
rw-Raw-pw,2,8,12,0,95.44,50.54,47,0,46,0,100.00,50.54,37,4.88,127.62,180.53
rw-Raw-pw,2,8,12,0,95.77,66.67,44,18,28,3,93.62,61.11,38,4.88,127.62,185.61
rw-lower-rand,2,8,12,0,48.92,46.67,35,0,40,0,100.00,46.67,1,6.24,6.24,6.24
rw-lower-rand,2,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,6.48,12.97,12.97
rw-lower-rand,2,8,12,0,66.77,66.67,11,39,1,24,31.43,91.67,3,6.34,19.01,19.01
rw-lower-rand,2,8,12,0,63.38,66.67,10,40,0,25,28.57,100.00,4,6.25,24.99,24.99
rw-lower-rand,2,8,12,0,84.31,90.67,31,37,3,4,88.57,91.18,5,6.20,31.02,31.02
rw-lower-rand,2,8,12,0,80.00,84.00,28,35,5,7,80.00,84.85,6,6.14,31.02,36.85
rw-lower-rand,2,8,12,0,86.46,89.33,32,35,5,3,91.43,86.49,7,6.12,31.02,42.85
rw-lower-rand,2,8,12,0,88.92,81.33,30,31,9,5,85.71,76.92,8,6.12,31.02,48.92
rw-lower-rand,2,8,12,0,89.23,81.33,30,31,9,5,85.71,76.92,9,6.08,31.02,54.70
rw-lower-rand,2,8,12,0,89.85,81.33,30,31,9,5,85.71,76.92,10,6.08,31.02,60.79
rw-lower-rand,2,8,12,0,89.54,80.00,29,31,9,6,82.86,76.32,11,6.06,31.02,66.71
rw-lower-rand,2,8,12,0,89.54,80.00,30,30,10,5,85.71,75.00,12,6.04,31.02,72.52
rw-lower-rand,2,8,12,0,90.15,80.00,30,30,10,5,85.71,75.00,13,6.06,31.02,78.75
rw-lower-rand,2,8,12,0,89.23,80.00,29,31,9,6,82.86,76.32,14,6.02,31.02,84.28
rw-lower-rand,2,8,12,0,90.15,80.00,30,30,10,5,85.71,75.00,15,6.02,31.02,90.31
rw-lower-rand,2,8,12,0,90.77,80.00,30,30,10,5,85.71,75.00,16,6.00,31.02,96.03
rw-lower-rand,2,8,12,0,90.77,80.00,30,30,10,5,85.71,75.00,17,5.99,31.02,101.89
rw-lower-rand,2,8,12,0,90.77,80.00,30,30,10,5,85.71,75.00,18,5.98,31.02,107.62
rw-lower-rand,2,8,12,0,90.46,78.67,29,30,10,6,82.86,74.36,19,5.95,31.02,113.13
rw-lower-rand,2,8,12,0,90.46,81.33,30,31,9,5,85.71,76.92,20,5.93,31.02,118.62
rw-lower-rand,2,8,12,0,88.92,80.00,28,32,8,7,80.00,77.78,21,5.93,31.02,124.63
rw-lower-rand,2,8,12,0,90.46,81.33,29,32,8,6,82.86,78.38,22,5.93,31.02,130.54
rw-lower-rand,2,8,12,0,90.46,82.67,30,32,8,5,85.71,78.95,23,5.93,31.02,136.32
rw-lower-rand,2,8,12,0,91.38,84.00,30,33,7,5,85.71,81.08,24,5.92,31.02,142.12
rw-lower-rand,2,8,12,0,92.00,85.33,31,33,7,4,88.57,81.58,25,5.94,31.02,148.50
rw-lower-rand,2,8,12,0,86.77,78.67,34,25,15,1,97.14,69.39,26,5.97,31.02,155.33
rw-lower-rand,2,8,12,0,85.23,89.33,30,37,3,5,85.71,90.91,27,5.97,31.02,161.17
rw-lower-rand,2,8,12,0,89.85,89.33,32,35,5,3,91.43,86.49,28,5.96,31.02,166.92
rw-prefix-rand,2,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,1,5.66,5.66,5.66
rw-prefix-rand,2,8,12,0,70.15,69.33,15,37,3,20,42.86,83.33,2,5.73,11.46,11.46
rw-prefix-rand,2,8,12,0,68.31,66.67,12,38,2,23,34.29,85.71,3,5.68,11.46,17.05
rw-prefix-rand,2,8,12,0,56.92,58.67,4,40,0,31,11.43,100.00,4,5.72,11.46,22.87
rw-prefix-rand,2,8,12,0,58.15,61.33,6,40,0,29,17.14,100.00,5,5.69,11.46,28.45
rw-prefix-rand,2,8,12,0,68.00,73.33,16,39,1,19,45.71,94.12,6,5.70,34.21,34.21
rw-prefix-rand,2,8,12,0,84.92,88.00,28,38,2,7,80.00,93.33,7,5.75,40.28,40.28
rw-prefix-rand,2,8,12,0,88.92,88.00,32,34,6,3,91.43,84.21,8,5.77,46.14,46.14
rw-prefix-rand,2,8,12,0,89.54,85.33,32,32,8,3,91.43,80.00,9,5.82,46.14,52.34
rw-prefix-rand,2,8,12,0,89.23,86.67,31,34,6,4,88.57,83.78,10,5.77,46.14,57.75
rw-prefix-rand,2,8,12,0,90.15,86.67,31,34,6,4,88.57,83.78,11,5.75,46.14,63.27
rw-prefix-rand,2,8,12,0,91.08,88.00,32,34,6,3,91.43,84.21,12,5.72,68.67,68.67
rw-prefix-rand,2,8,12,0,91.69,88.00,31,35,5,4,88.57,86.11,13,5.69,74.02,74.02
rw-prefix-rand,2,8,12,0,91.69,88.00,31,35,5,4,88.57,86.11,14,5.72,80.08,80.08
rw-prefix-rand,2,8,12,0,91.69,88.00,31,35,5,4,88.57,86.11,15,5.73,85.89,85.89
rw-prefix-rand,2,8,12,0,92.00,88.00,32,34,6,3,91.43,84.21,16,5.72,91.55,91.55
rw-prefix-rand,2,8,12,0,92.31,88.00,32,34,6,3,91.43,84.21,17,5.75,97.77,97.77
rw-prefix-rand,2,8,12,0,93.23,89.33,32,35,5,3,91.43,86.49,18,5.78,104.00,104.00
rw-prefix-rand,2,8,12,0,92.62,86.67,30,35,5,5,85.71,85.71,19,5.78,104.00,109.77
rw-prefix-rand,2,8,12,0,92.92,88.00,32,34,6,3,91.43,84.21,20,5.76,104.00,115.18
rw-prefix-rand,2,8,12,0,93.54,88.00,31,35,5,4,88.57,86.11,21,5.75,104.00,120.77
rw-prefix-rand,2,8,12,0,92.92,86.67,30,35,5,5,85.71,85.71,22,5.76,104.00,126.64
rw-prefix-rand,2,8,12,0,92.31,84.00,31,32,8,4,88.57,79.49,23,5.76,104.00,132.38
rw-prefix-rand,2,8,12,0,93.23,82.67,29,33,7,6,82.86,80.56,24,5.74,104.00,137.75
rw-prefix-rand,2,8,12,0,93.23,86.67,30,35,5,5,85.71,85.71,25,5.72,104.00,143.01
rw-prefix-rand,2,8,12,0,93.54,88.00,31,35,5,4,88.57,86.11,26,5.71,104.00,148.54
rw-prefix-rand,2,8,12,0,93.85,85.33,29,35,5,6,82.86,85.29,27,5.73,104.00,154.63
rw-prefix-rand,2,8,12,0,93.54,84.00,28,35,5,7,80.00,84.85,28,5.73,104.00,160.51
rw-prefix-rand,2,8,12,0,93.54,85.33,29,35,5,6,82.86,85.29,29,5.74,104.00,166.41
rw-prefix-rand,2,8,12,0,85.23,86.67,35,30,10,0,100.00,77.78,30,5.75,104.00,172.47
rw-ANSed-rand,2,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,1,4.92,4.92,4.92
rw-ANSed-rand,2,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,4.81,9.61,9.61
rw-ANSed-rand,2,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,3,4.81,14.44,14.44
rw-ANSed-rand,2,8,12,0,65.23,68.00,11,40,0,24,31.43,100.00,4,4.74,18.96,18.96
rw-ANSed-rand,2,8,12,0,79.69,76.00,30,27,13,5,85.71,69.77,5,4.75,23.73,23.73
rw-ANSed-rand,2,8,12,0,83.69,84.00,28,35,5,7,80.00,84.85,6,4.73,28.36,28.36
rw-ANSed-rand,2,8,12,0,86.46,81.33,27,34,6,8,77.14,81.82,7,4.69,28.36,32.82
rw-ANSed-rand,2,8,12,0,88.62,84.00,33,30,10,2,94.29,76.74,8,4.67,37.33,37.33
rw-ANSed-rand,2,8,12,0,88.92,82.67,32,30,10,3,91.43,76.19,9,4.69,37.33,42.19
rw-ANSed-rand,2,8,12,0,88.92,82.67,32,30,10,3,91.43,76.19,10,4.67,37.33,46.67
rw-ANSed-rand,2,8,12,0,89.54,82.67,32,30,10,3,91.43,76.19,11,4.68,37.33,51.52
rw-ANSed-rand,2,8,12,0,89.23,82.67,33,29,11,2,94.29,75.00,12,4.67,37.33,56.06
rw-ANSed-rand,2,8,12,0,90.15,82.67,32,30,10,3,91.43,76.19,13,4.68,37.33,60.86
rw-ANSed-rand,2,8,12,0,90.15,82.67,32,30,10,3,91.43,76.19,14,4.68,37.33,65.46
rw-ANSed-rand,2,8,12,0,89.85,84.00,33,30,10,2,94.29,76.74,15,4.69,70.42,70.42
rw-ANSed-rand,2,8,12,0,90.15,82.67,32,30,10,3,91.43,76.19,16,4.69,70.42,74.98
rw-ANSed-rand,2,8,12,0,91.08,81.33,30,31,9,5,85.71,76.92,17,4.69,70.42,79.80
rw-ANSed-rand,2,8,12,0,91.69,82.67,31,31,9,4,88.57,77.50,18,4.68,70.42,84.16
rw-ANSed-rand,2,8,12,0,91.38,84.00,32,31,9,3,91.43,78.05,19,4.68,88.84,88.84
rw-ANSed-rand,2,8,12,0,91.69,81.33,30,31,9,5,85.71,76.92,20,4.67,88.84,93.41
rw-ANSed-rand,2,8,12,0,92.00,81.33,30,31,9,5,85.71,76.92,21,4.68,88.84,98.33
rw-ANSed-rand,2,8,12,0,92.31,82.67,31,31,9,4,88.57,77.50,22,4.68,88.84,102.93
rw-ANSed-rand,2,8,12,0,88.00,76.00,24,33,7,11,68.57,77.42,23,4.68,88.84,107.58
rw-ANSed-rand,2,8,12,0,85.23,78.67,33,26,14,2,94.29,70.21,24,4.69,88.84,112.58
rw-ANSed-rand,2,8,12,0,88.00,89.33,30,37,3,5,85.71,90.91,25,4.69,117.37,117.37
rw-ANSed-rand,2,8,12,0,90.77,90.67,31,37,3,4,88.57,91.18,26,4.69,122.01,122.01
rw-ANSed-rand,2,8,12,0,92.31,89.33,30,37,3,5,85.71,90.91,27,4.69,122.01,126.71
rw-ANSed-rand,2,8,12,0,92.62,86.67,29,36,4,6,82.86,87.88,28,4.68,122.01,131.09
rw-ANSed-rand,2,8,12,0,93.85,89.33,30,37,3,5,85.71,90.91,29,4.69,122.01,135.88
rw-ANSed-rand,2,8,12,0,95.08,89.33,30,37,3,5,85.71,90.91,30,4.69,122.01,140.82
rw-ANSed-rand,2,8,12,0,94.77,89.33,31,36,4,4,88.57,88.57,31,4.70,122.01,145.75
rw-ANSed-rand,2,8,12,0,95.08,88.00,30,36,4,5,85.71,88.24,32,4.69,122.01,149.98
